baumkategorie;baumart;bewertungskategorie;wert;szenario;gewicht;group_id;min_wert;max_wert;score_normiert;MCA_score_kriterium
Grosskronige Arten;Tilia tomentosa (Silber-Linde);kronenbreite_mw;17,5;Szenario 3: Radikaler Lebenszyklus;0,0120;multifunktionale_nutzungsqualitaet;3,0;17,5;1,0000000000000000;0,012000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);biodiversitaet;3,6;Szenario 0: Baseline (IST);0,0480;multifunktionale_nutzungsqualitaet;1,4;4,7;0,6666666666666666;0,032000000000000001
Grosskronige Arten;Tilia tomentosa (Silber-Linde);biodiversitaet;3,6;Szenario 1: Forschungsfokus;0,0120;multifunktionale_nutzungsqualitaet;1,4;4,7;0,6666666666666666;0,008000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);biodiversitaet;3,6;Szenario 2: Radikale Vermeidung;0,0060;multifunktionale_nutzungsqualitaet;1,4;4,7;0,6666666666666666;0,004000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);biodiversitaet;3,6;Szenario 3: Radikaler Lebenszyklus;0,0120;multifunktionale_nutzungsqualitaet;1,4;4,7;0,6666666666666666;0,008000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);kuehlung_mw;5,0;Szenario 0: Baseline (IST);0,0480;multifunktionale_nutzungsqualitaet;1,5;5,0;1,0000000000000000;0,048000000000000001
Grosskronige Arten;Tilia tomentosa (Silber-Linde);kuehlung_mw;5,0;Szenario 1: Forschungsfokus;0,0120;multifunktionale_nutzungsqualitaet;1,5;5,0;1,0000000000000000;0,012000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);kuehlung_mw;5,0;Szenario 2: Radikale Vermeidung;0,0060;multifunktionale_nutzungsqualitaet;1,5;5,0;1,0000000000000000;0,006000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);kuehlung_mw;5,0;Szenario 3: Radikaler Lebenszyklus;0,0120;multifunktionale_nutzungsqualitaet;1,5;5,0;1,0000000000000000;0,012000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);co2_bindung_mw;5,0;Szenario 0: Baseline (IST);0,0480;multifunktionale_nutzungsqualitaet;5,0;37,5;0,0000000000000000;0,000000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);co2_bindung_mw;5,0;Szenario 1: Forschungsfokus;0,0120;multifunktionale_nutzungsqualitaet;5,0;37,5;0,0000000000000000;0,000000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);co2_bindung_mw;5,0;Szenario 2: Radikale Vermeidung;0,0060;multifunktionale_nutzungsqualitaet;5,0;37,5;0,0000000000000000;0,000000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);co2_bindung_mw;5,0;Szenario 3: Radikaler Lebenszyklus;0,0120;multifunktionale_nutzungsqualitaet;5,0;37,5;0,0000000000000000;0,000000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);regenwasser_mw;325,0;Szenario 0: Baseline (IST);0,0480;multifunktionale_nutzungsqualitaet;115,0;325,0;1,0000000000000000;0,048000000000000001
Grosskronige Arten;Tilia tomentosa (Silber-Linde);regenwasser_mw;325,0;Szenario 1: Forschungsfokus;0,0120;multifunktionale_nutzungsqualitaet;115,0;325,0;1,0000000000000000;0,012000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);regenwasser_mw;325,0;Szenario 2: Radikale Vermeidung;0,0060;multifunktionale_nutzungsqualitaet;115,0;325,0;1,0000000000000000;0,006000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);regenwasser_mw;325,0;Szenario 3: Radikaler Lebenszyklus;0,0120;multifunktionale_nutzungsqualitaet;115,0;325,0;1,0000000000000000;0,012000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);groesse_baumrigolen;38,0;Szenario 0: Baseline (IST);0,1000;langlebigkeit_wirtschaftlichkeit;6,0;38,0;0,0000000000000000;0,000000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);groesse_baumrigolen;38,0;Szenario 1: Forschungsfokus;0,1000;langlebigkeit_wirtschaftlichkeit;6,0;38,0;0,0000000000000000;0,000000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);groesse_baumrigolen;38,0;Szenario 2: Radikale Vermeidung;0,0125;langlebigkeit_wirtschaftlichkeit;6,0;38,0;0,0000000000000000;0,000000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);groesse_baumrigolen;38,0;Szenario 3: Radikaler Lebenszyklus;0,2000;langlebigkeit_wirtschaftlichkeit;6,0;38,0;0,0000000000000000;0,000000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);pflegeaufwand;3,0;Szenario 0: Baseline (IST);0,1000;langlebigkeit_wirtschaftlichkeit;1,0;3,0;0,0000000000000000;0,000000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);pflegeaufwand;3,0;Szenario 1: Forschungsfokus;0,1000;langlebigkeit_wirtschaftlichkeit;1,0;3,0;0,0000000000000000;0,000000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);pflegeaufwand;3,0;Szenario 2: Radikale Vermeidung;0,0125;langlebigkeit_wirtschaftlichkeit;1,0;3,0;0,0000000000000000;0,000000000000000000
Grosskronige Arten;Tilia tomentosa (Silber-Linde);pflegeaufwand;3,0;Szenario 3: Radikaler Lebenszyklus;0,2000;langlebigkeit_wirtschaftlichkeit;1,0;3,0;0,0000000000000000;0,000000000000000000
